Time,verticalROI1,verticalROI2,verticalROI3,verticalROI4,verticalROI5,verticalROI6,verticalROI7,verticalROI8,verticalROI9,verticalROI10,horizontalROI1,horizontalROI2,horizontalROI3,horizontalROI4,horizontalROI5,horizontalROI6,horizontalROI7,horizontalROI8,horizontalROI9,horizontalROI10
10-30-56,3,0,0,0,51,0,0,0,347,479,26,22,18,11,14,55,56,106,344,598
10-30-56,2,0,0,0,57,0,0,0,345,479,26,21,18,10,13,55,57,105,351,584
10-30-56,99,99,113,115,111,0,0,44,345,479,26,21,18,12,15,39,57,517,636,612
10-30-56,99,106,113,116,111,0,0,40,345,477,26,21,18,12,14,6,55,532,637,613
10-30-56,0,0,0,0,56,0,0,0,342,479,27,21,17,12,14,55,59,103,349,347
10-30-56,2,0,0,0,58,0,0,0,341,479,26,22,18,12,13,50,48,33,356,590
10-30-56,10,0,0,0,72,0,0,0,340,479,26,21,17,12,14,53,48,83,346,585
10-30-56,25,0,0,0,63,0,0,0,339,479,27,21,18,12,14,52,50,100,353,599
10-30-56,8,0,0,0,59,0,0,0,339,479,27,21,18,11,13,69,52,35,347,593
10-30-56,2,0,0,0,60,0,0,0,338,477,26,20,18,12,13,52,51,84,355,584
10-30-56,95,107,113,114,112,0,0,37,338,479,27,21,17,12,15,5,55,497,639,612
10-30-56,2,0,0,0,59,0,0,0,337,475,25,21,17,12,13,51,54,36,355,600
10-30-56,10,0,0,0,70,0,0,0,336,475,25,20,17,12,14,48,52,35,356,600
10-30-57,12,0,0,0,60,0,0,0,337,472,25,21,18,11,14,68,54,36,350,590
10-30-57,32,0,0,0,62,0,0,0,337,471,23,22,18,12,14,52,53,100,346,597
10-30-57,97,108,115,116,111,0,0,36,337,475,24,22,18,12,14,5,60,545,639,614
10-30-57,94,105,111,115,110,0,0,28,337,476,26,21,17,12,14,5,62,504,637,614
10-30-57,5,0,0,0,52,0,0,0,336,468,24,22,18,11,13,62,54,36,353,599
10-30-57,99,108,112,115,114,0,0,32,337,470,25,21,19,12,15,5,51,522,637,610
10-30-57,2,0,0,0,45,0,0,0,335,468,24,21,17,11,14,67,53,69,112,576
10-30-57,2,0,0,2,59,0,0,0,335,468,24,21,17,11,14,57,53,99,354,588
10-30-57,13,0,0,2,72,0,0,0,335,467,24,21,18,11,13,57,53,36,352,591
10-30-57,13,0,0,3,57,0,0,0,334,468,23,22,18,12,13,56,51,36,346,597
10-30-57,0,0,0,2,57,0,0,0,334,467,23,21,18,12,14,56,53,98,344,368
10-30-57,96,102,112,115,112,0,0,29,335,466,24,21,18,12,15,6,51,542,639,606
10-30-57,3,0,0,0,45,0,0,0,333,467,23,21,17,11,13,61,53,36,119,580
10-30-57,6,0,0,0,69,0,0,0,333,467,23,22,17,11,13,55,54,35,349,584
10-30-57,0,0,0,2,62,0,0,0,333,467,23,22,17,11,14,61,54,37,352,366
10-30-57,95,108,112,114,113,0,0,27,335,468,23,22,18,13,15,5,54,501,639,614
10-30-57,103,101,109,114,104,0,0,25,334,468,24,21,18,12,14,5,53,515,635,613
10-30-57,10,0,0,0,64,0,0,0,332,466,23,21,17,12,14,61,56,38,350,597
10-30-57,2,0,0,0,65,0,0,0,331,465,23,21,17,12,14,57,55,36,348,600
10-30-57,7,0,0,2,56,0,0,0,332,466,22,22,17,12,14,60,55,38,346,591
10-30-57,95,106,110,115,109,0,0,29,332,467,23,20,17,12,14,5,63,511,639,610
10-30-57,15,0,0,0,62,0,0,0,331,466,22,22,17,13,14,54,55,97,360,597
10-30-57,2,0,0,0,58,0,0,0,331,466,23,21,17,12,14,61,57,97,348,593
10-30-57,2,0,0,0,62,0,0,0,331,466,23,21,17,12,14,51,55,38,346,586
10-30-57,17,0,0,1,65,0,0,0,332,466,23,21,17,12,13,60,55,96,350,597
10-30-57,98,107,115,116,113,0,0,31,333,466,24,21,17,13,15,5,57,542,639,611
10-30-57,24,0,0,0,72,0,0,0,332,466,23,21,17,12,13,61,56,96,362,591
10-30-57,6,0,0,0,61,0,0,0,332,466,23,21,17,12,14,57,56,97,367,584
10-30-57,2,0,6,0,72,0,0,0,332,466,23,21,17,12,13,63,56,96,617,596
10-30-57,99,108,111,116,111,0,0,32,333,468,24,21,16,13,15,5,54,514,635,612
10-30-57,96,107,112,114,115,0,0,29,333,465,24,21,17,13,15,5,58,542,633,616
10-30-57,93,104,113,114,113,0,0,32,333,467,24,21,16,13,15,5,57,512,636,610
10-30-57,100,108,111,114,110,0,0,32,333,465,24,21,17,14,15,5,52,552,636,614
10-30-57,29,0,0,2,65,0,0,0,332,466,23,21,16,12,14,56,60,40,350,607
10-30-57,9,0,0,0,65,0,0,0,331,465,23,22,16,12,14,58,58,95,349,585
10-30-57,95,105,110,115,114,0,0,25,333,467,23,21,17,14,15,5,58,503,638,612
10-30-57,50,0,0,0,59,0,0,0,330,465,23,21,16,13,14,55,59,95,618,586
10-30-57,2,0,0,0,50,0,0,0,331,465,23,22,16,13,15,55,60,94,350,581
10-30-57,99,102,479,113,113,0,0,33,332,467,508,21,17,13,14,5,59,549,637,611
10-30-57,94,103,110,115,110,0,0,28,332,466,23,21,17,13,14,5,56,506,636,609
10-30-57,99,101,111,114,117,0,0,25,332,467,24,21,16,13,15,5,59,518,639,609
10-30-57,20,0,0,2,56,0,0,0,330,464,22,22,16,14,14,4,58,96,352,593
10-30-57,0,0,0,0,39,0,0,0,330,465,23,21,16,13,14,56,60,91,111,350
10-30-57,101,106,479,116,113,0,0,19,331,467,507,22,16,14,15,5,58,548,637,611
10-30-58,105,105,479,115,110,0,0,19,331,464,507,21,16,13,15,5,48,520,636,611
10-30-58,94,104,111,113,110,0,0,26,330,465,23,20,17,13,15,5,51,506,639,614
10-30-58,2,0,0,0,71,0,0,0,329,463,22,21,16,13,14,5,60,89,348,593
10-30-58,98,108,108,114,115,0,0,20,329,464,22,21,16,14,14,5,51,555,639,616
10-30-58,0,0,0,2,43,0,0,0,326,462,21,21,16,13,13,5,61,38,110,364
10-30-58,2,0,0,0,56,0,0,0,326,462,21,21,16,13,13,4,57,38,346,590
10-30-58,0,0,0,0,57,0,0,0,325,461,21,21,15,14,13,5,61,88,349,354
10-30-58,95,104,111,114,112,0,0,20,327,463,21,20,15,14,15,6,45,520,639,617
10-30-58,99,103,112,120,114,0,0,25,326,462,21,22,16,14,14,6,44,521,639,611
10-30-58,2,0,0,0,43,0,0,0,324,460,20,21,16,15,14,5,62,41,110,574
10-30-58,94,105,110,116,113,0,0,16,325,461,21,21,15,15,14,6,44,519,636,612
10-30-58,96,106,111,114,107,0,0,11,324,462,21,21,16,15,15,5,42,539,636,616
10-30-58,22,0,0,0,52,0,0,0,322,460,20,21,16,14,13,5,60,42,349,599
10-30-58,94,104,111,117,112,0,0,12,324,460,20,22,15,15,15,6,47,516,636,615
10-30-58,101,105,113,114,111,0,0,16,324,459,20,21,16,15,15,5,49,559,639,613
10-30-58,94,107,479,114,113,0,0,14,323,457,508,22,15,15,15,5,67,524,639,613
10-30-58,98,105,111,115,112,0,0,13,323,460,20,22,15,15,15,6,45,530,639,616
10-30-58,99,107,111,115,110,0,0,13,323,460,20,22,14,15,14,6,64,564,635,612
10-30-58,95,108,113,117,113,0,0,17,323,459,20,22,15,15,14,6,62,520,639,613
10-30-58,95,109,479,114,112,0,0,16,323,461,507,22,15,15,15,6,39,526,639,616
10-30-58,96,105,110,116,115,0,0,17,322,461,20,22,15,15,15,6,42,555,636,613
10-30-58,95,108,110,116,111,0,0,13,322,460,20,22,15,15,14,6,39,519,639,612
10-30-58,99,105,110,117,114,0,0,15,323,461,20,21,14,14,14,5,44,536,639,616
10-30-58,98,106,110,151,112,0,0,15,323,459,20,22,15,15,14,6,365,548,634,613
10-30-58,98,107,108,114,110,0,0,9,323,461,20,22,14,14,14,6,63,565,639,614
10-30-58,97,108,111,113,111,0,0,10,323,459,21,22,14,13,14,5,36,562,639,616
10-30-58,99,107,113,114,102,0,0,3,322,462,20,23,13,14,14,5,46,561,635,614
10-30-58,28,0,0,0,75,0,0,0,320,461,19,24,13,12,13,5,62,42,349,602
10-30-58,98,106,113,114,112,0,0,4,322,460,20,22,13,13,15,6,45,564,635,614
10-30-58,5,0,0,0,70,0,0,0,318,460,19,22,13,13,15,4,63,45,353,589
10-30-58,96,105,479,113,113,0,0,12,321,462,507,24,13,13,14,6,47,557,634,616
10-30-58,95,109,109,115,110,0,0,0,320,462,20,23,14,12,15,6,70,525,639,611
10-30-58,94,101,113,115,111,0,0,2,318,462,19,24,13,13,14,5,54,520,634,615
10-30-58,95,98,113,115,112,0,0,0,317,460,19,24,13,13,14,5,45,519,636,613
10-30-58,100,104,112,116,113,0,0,0,316,461,19,23,13,12,15,6,64,539,639,614
10-30-58,95,106,111,115,112,0,0,2,315,460,19,23,13,13,15,5,42,530,639,614
10-30-58,97,101,114,114,114,0,0,0,313,459,18,23,13,13,15,5,61,564,635,615
10-30-59,99,109,113,115,115,0,2,0,311,458,19,23,13,13,14,5,59,561,639,614
10-30-59,100,108,110,115,110,0,0,0,312,460,18,24,13,12,14,5,41,541,635,614
10-30-59,2,0,0,0,52,0,0,0,307,458,17,24,13,12,13,5,63,41,351,593
10-30-59,94,106,111,114,115,0,0,0,309,458,18,23,13,12,14,5,50,518,639,614
10-30-59,2,0,0,0,49,0,0,0,304,458,16,23,13,11,13,6,59,44,353,600
10-30-59,102,104,110,117,113,0,0,0,308,457,17,24,12,12,14,5,43,536,639,614
10-30-59,0,0,0,0,42,0,0,0,304,457,16,24,12,12,14,5,56,42,107,352
10-30-59,98,106,112,117,113,0,0,0,307,457,17,24,12,12,14,6,46,575,639,614
10-30-59,12,0,0,0,56,0,0,0,303,458,16,23,12,12,23,8,60,42,346,599
10-30-59,95,110,111,113,116,0,2,0,307,457,17,24,12,12,14,6,62,527,634,615
10-30-59,95,107,108,116,110,0,0,0,307,459,17,24,12,13,15,6,49,505,639,614
10-30-59,99,100,112,115,115,0,0,0,307,457,17,23,12,12,14,5,42,574,636,615
10-30-59,95,105,108,114,112,0,0,0,308,460,18,24,12,13,14,5,43,523,639,612
10-30-59,97,106,109,113,108,0,0,0,308,458,18,24,12,12,14,6,66,564,635,612
10-30-59,95,99,109,115,113,0,0,0,308,460,18,24,12,13,14,4,40,518,639,614
10-30-59,96,106,111,113,114,0,0,0,308,460,18,23,12,12,14,4,40,556,639,615
10-30-59,94,102,114,113,109,0,0,0,309,461,18,24,13,12,15,6,69,533,634,615
10-30-59,94,99,112,115,110,0,0,0,308,461,19,23,13,12,14,5,69,522,635,615
10-30-59,100,107,113,117,111,0,0,0,308,462,18,23,13,12,15,5,41,574,635,615
10-30-59,99,105,106,114,114,0,0,0,308,461,19,23,13,12,15,5,41,539,639,615
10-30-59,101,107,111,117,110,0,0,0,307,461,19,23,13,11,15,6,58,543,639,615
10-30-59,41,0,0,0,63,0,0,0,303,459,17,24,12,11,14,5,59,42,348,591
10-30-59,99,108,111,115,113,0,0,0,306,461,18,24,13,11,14,5,58,545,636,611
10-30-59,94,104,112,115,111,0,0,0,307,461,19,23,13,11,14,4,40,524,636,615
10-30-59,94,106,113,114,111,0,0,0,306,461,18,24,13,10,15,4,48,530,639,614
10-30-59,103,107,117,117,110,0,0,0,305,462,18,24,13,11,15,4,45,551,635,615
10-30-59,100,107,109,114,115,0,0,0,305,461,18,24,12,11,15,5,50,544,639,611
10-30-59,100,111,109,114,107,0,0,0,302,462,18,24,13,10,14,4,44,570,636,612
10-30-59,92,105,110,115,109,0,0,0,302,459,18,24,12,10,14,4,45,527,635,614
10-30-59,94,105,109,115,111,0,0,0,300,462,18,23,13,10,15,4,49,521,636,610
10-30-59,98,108,106,115,114,0,0,0,298,462,18,24,12,9,14,4,52,571,635,610
10-30-59,99,106,112,115,113,0,0,0,297,462,17,23,14,9,14,4,46,537,636,611
10-30-59,100,109,112,115,114,0,0,0,295,462,17,24,13,9,14,5,50,568,639,612
10-31-00,94,107,112,115,108,0,0,0,295,458,17,24,13,10,14,5,47,536,637,610
10-31-00,95,106,110,115,107,0,0,0,292,461,17,24,13,9,15,4,67,527,639,615
10-31-00,93,103,111,115,110,0,0,0,295,462,17,24,13,10,14,4,51,531,639,614
10-31-00,96,105,112,115,114,0,0,0,292,461,17,24,13,10,14,4,44,562,639,614
10-31-00,94,107,114,117,108,0,0,0,144,462,17,24,13,9,14,5,48,500,635,615
10-31-00,98,104,108,115,114,0,0,0,157,461,17,24,13,9,14,4,74,535,635,614
10-31-00,95,103,107,116,106,0,0,0,157,462,17,24,13,8,14,4,69,513,631,615
10-31-00,97,100,111,115,112,0,0,0,157,462,17,24,13,8,14,4,70,567,639,612
10-31-00,96,105,113,114,113,0,0,0,151,461,17,24,13,8,14,4,47,569,635,614
10-31-00,95,109,111,113,110,0,0,0,152,462,17,24,14,8,14,4,50,521,639,616
10-31-00,97,101,107,113,103,0,0,0,153,462,17,24,14,8,14,4,49,567,638,611
10-31-00,94,99,112,114,113,0,0,0,149,462,17,23,14,8,14,4,56,527,636,612
10-31-00,100,105,113,117,110,0,0,0,292,459,17,24,14,9,14,4,47,559,639,615
10-31-00,100,104,111,116,112,0,0,0,290,462,18,23,14,9,14,4,53,556,634,613
10-31-00,97,111,111,115,108,0,0,0,157,462,17,23,14,8,14,5,73,564,636,613
10-31-00,97,106,113,115,110,0,0,0,151,462,17,23,14,8,14,4,49,567,635,614
10-31-00,95,107,111,117,113,0,0,0,151,462,18,23,14,8,14,4,53,524,637,613
10-31-00,98,99,108,115,110,0,0,0,150,462,17,24,14,8,14,5,47,571,635,614
10-31-00,2,0,0,0,55,0,0,0,116,460,16,23,14,8,12,6,57,41,348,589
10-31-00,95,108,113,114,110,0,0,0,146,462,17,23,14,8,14,4,49,522,639,611
10-31-00,99,105,112,114,116,0,0,0,150,463,17,23,13,8,14,5,49,562,637,614
10-31-00,95,106,111,118,115,0,0,0,146,460,17,24,13,8,14,5,50,522,639,616
10-31-00,94,100,111,118,110,0,0,0,150,462,17,24,13,8,15,5,52,522,639,612
10-31-00,94,103,111,115,110,0,0,0,140,462,17,24,13,8,14,5,48,533,639,616
10-31-00,1,0,0,0,0,0,0,0,96,456,628,22,50,17,51,44,50,62,79,80
10-31-00,96,100,108,115,109,0,0,0,146,462,17,23,13,9,15,5,52,556,639,612
10-31-00,100,109,109,117,115,0,0,0,157,462,17,24,13,9,15,5,70,567,639,615
10-31-01,97,109,111,115,112,0,0,0,147,460,16,23,14,9,15,4,50,568,635,615
10-31-01,94,105,479,114,112,0,0,0,150,462,507,23,13,9,14,4,46,534,638,615
10-31-01,97,102,110,115,112,0,0,0,149,461,16,23,13,10,14,4,43,566,639,611
10-31-01,95,102,110,118,112,0,0,0,152,459,16,24,13,9,14,4,47,519,639,614
10-31-01,94,105,109,116,114,0,0,0,148,461,16,23,13,8,14,4,42,520,639,616
10-31-01,93,107,113,115,112,0,0,0,150,460,16,23,13,9,14,5,45,521,639,613
10-31-01,95,106,113,115,111,0,0,0,157,460,16,24,13,9,14,5,68,510,639,614
10-31-01,98,104,113,115,112,0,0,0,150,460,16,23,13,9,14,5,47,564,638,615
10-31-01,97,103,111,118,114,0,0,0,141,461,16,24,13,9,15,4,37,568,636,612
10-31-01,91,106,113,112,112,0,0,0,147,461,15,24,13,9,15,4,45,525,634,614
10-31-01,95,109,111,113,113,0,0,0,149,460,16,23,12,9,14,4,45,524,639,615
10-31-01,93,105,109,114,104,0,0,0,150,459,16,23,13,9,15,4,43,520,639,615
10-31-01,94,105,111,114,113,0,0,0,145,459,15,23,13,9,14,4,47,534,639,614
10-31-01,94,105,112,117,112,0,0,0,145,459,15,23,13,9,14,4,49,522,639,616
